henoch;schonlein;purpura;chronic;myelomonocytic;leukemia
Total_number_of_articles;76067
>14496655;First_Filter=FAILED;Last_filter=FAILED
>14465999;First_Filter=FAILED;Last_filter=FAILED
>13867277;First_Filter=FAILED;Last_filter=FAILED
>24546626;First_Filter=FAILED;Last_filter=FAILED
>14496656;First_Filter=FAILED;Last_filter=FAILED
>14036812;First_Filter=FAILED;Last_filter=FAILED
>14014526;First_Filter=FAILED;Last_filter=FAILED
>13968525;First_Filter=FAILED;Last_filter=FAILED
>13898158;First_Filter=FAILED;Last_filter=FAILED
>13894267;First_Filter=FAILED;Last_filter=FAILED
>13893879;First_Filter=FAILED;Last_filter=FAILED
>13864510;First_Filter=FAILED;Last_filter=FAILED
>13871577;First_Filter=FAILED;Last_filter=FAILED
>13893356;First_Filter=FAILED;Last_filter=FAILED
>14489415;First_Filter=FAILED;Last_filter=FAILED
>14480647;First_Filter=FAILED;Last_filter=FAILED
>14040267;First_Filter=FAILED;Last_filter=FAILED
>13966316;First_Filter=FAILED;Last_filter=FAILED
>13878462;First_Filter=FAILED;Last_filter=FAILED
>13859182;First_Filter=FAILED;Last_filter=FAILED
>14488744;First_Filter=FAILED;Last_filter=FAILED
>14473969;First_Filter=FAILED;Last_filter=FAILED
>14009052;First_Filter=FAILED;Last_filter=FAILED
>14008681;First_Filter=FAILED;Last_filter=FAILED
>13911730;First_Filter=FAILED;Last_filter=FAILED
>13908760;First_Filter=FAILED;Last_filter=FAILED
>13894984;First_Filter=FAILED;Last_filter=FAILED
>13877962;First_Filter=FAILED;Last_filter=FAILED
>13873336;First_Filter=FAILED;Last_filter=FAILED
>13862978;First_Filter=FAILED;Last_filter=FAILED
>14490161;First_Filter=FAILED;Last_filter=FAILED
>14004470;First_Filter=FAILED;Last_filter=FAILED
>13926345;First_Filter=FAILED;Last_filter=FAILED
>13920550;First_Filter=FAILED;Last_filter=FAILED
>13915911;First_Filter=FAILED;Last_filter=FAILED
>13912452;First_Filter=FAILED;Last_filter=FAILED
>13912386;First_Filter=FAILED;Last_filter=FAILED
>13905661;First_Filter=FAILED;Last_filter=FAILED
>13900517;First_Filter=FAILED;Last_filter=FAILED
>13893359;First_Filter=FAILED;Last_filter=FAILED
>13892093;First_Filter=FAILED;Last_filter=FAILED
>13869131;First_Filter=FAILED;Last_filter=FAILED
>13873498;First_Filter=FAILED;Last_filter=FAILED
>14490123;First_Filter=FAILED;Last_filter=FAILED
>14485616;First_Filter=FAILED;Last_filter=FAILED
>14465617;First_Filter=FAILED;Last_filter=FAILED
>14462868;First_Filter=FAILED;Last_filter=FAILED
>14461674;First_Filter=FAILED;Last_filter=FAILED
>14454209;First_Filter=FAILED;Last_filter=FAILED
>14452335;First_Filter=FAILED;Last_filter=FAILED
>14011871;First_Filter=FAILED;Last_filter=FAILED
>13992968;First_Filter=FAILED;Last_filter=FAILED
>13989347;First_Filter=FAILED;Last_filter=FAILED
>13979587;First_Filter=FAILED;Last_filter=FAILED
>13975907;First_Filter=FAILED;Last_filter=FAILED
>13975467;First_Filter=FAILED;Last_filter=FAILED
>13965351;First_Filter=FAILED;Last_filter=FAILED
>13957968;First_Filter=FAILED;Last_filter=FAILED
>13949742;First_Filter=FAILED;Last_filter=FAILED
>13947779;First_Filter=FAILED;Last_filter=FAILED
>13940366;First_Filter=FAILED;Last_filter=FAILED
>13921480;First_Filter=FAILED;Last_filter=FAILED
>13917275;First_Filter=FAILED;Last_filter=FAILED
>13894170;First_Filter=FAILED;Last_filter=FAILED
>13875405;First_Filter=FAILED;Last_filter=FAILED
>13859280;First_Filter=FAILED;Last_filter=FAILED
>13906178;First_Filter=FAILED;Last_filter=FAILED
>13894982;First_Filter=FAILED;Last_filter=FAILED
>13925595;First_Filter=FAILED;Last_filter=FAILED
>14481889;First_Filter=FAILED;Last_filter=FAILED
>14485925;First_Filter=FAILED;Last_filter=FAILED
>14480645;First_Filter=FAILED;Last_filter=FAILED
>14473970;First_Filter=FAILED;Last_filter=FAILED
>14462128;First_Filter=FAILED;Last_filter=FAILED
>14449490;First_Filter=FAILED;Last_filter=FAILED
>14006983;First_Filter=FAILED;Last_filter=FAILED
>13921806;First_Filter=FAILED;Last_filter=FAILED
>13860655;First_Filter=FAILED;Last_filter=FAILED
>13889105;First_Filter=FAILED;Last_filter=FAILED
>13697946;First_Filter=FAILED;Last_filter=FAILED
>14496658;First_Filter=FAILED;Last_filter=FAILED
>14494211;First_Filter=FAILED;Last_filter=FAILED
>14481825;First_Filter=FAILED;Last_filter=FAILED
>14456222;First_Filter=FAILED;Last_filter=FAILED
>13902983;First_Filter=FAILED;Last_filter=FAILED
>13900978;First_Filter=FAILED;Last_filter=FAILED
>14488270;First_Filter=FAILED;Last_filter=FAILED
>14477807;First_Filter=FAILED;Last_filter=FAILED
>14471074;First_Filter=FAILED;Last_filter=FAILED
>14039119;First_Filter=FAILED;Last_filter=FAILED
>13873036;First_Filter=FAILED;Last_filter=FAILED
>13868023;First_Filter=FAILED;Last_filter=FAILED
>14459193;First_Filter=FAILED;Last_filter=FAILED
>13787024;First_Filter=FAILED;Last_filter=FAILED
>13740133;First_Filter=FAILED;Last_filter=FAILED
>13791163;First_Filter=FAILED;Last_filter=FAILED
>13741162;First_Filter=FAILED;Last_filter=FAILED
>14472967;First_Filter=FAILED;Last_filter=FAILED
>14471071;First_Filter=FAILED;Last_filter=FAILED
>14468956;First_Filter=FAILED;Last_filter=FAILED
>13866762;First_Filter=FAILED;Last_filter=FAILED
>13731370;First_Filter=FAILED;Last_filter=FAILED
>13707223;First_Filter=FAILED;Last_filter=FAILED
>13686481;First_Filter=FAILED;Last_filter=FAILED
>13791248;First_Filter=FAILED;Last_filter=FAILED
>13861763;First_Filter=FAILED;Last_filter=FAILED
>13779314;First_Filter=FAILED;Last_filter=FAILED
>13751921;First_Filter=FAILED;Last_filter=FAILED
>13724899;First_Filter=FAILED;Last_filter=FAILED
>13691795;First_Filter=FAILED;Last_filter=FAILED
>13779007;First_Filter=FAILED;Last_filter=FAILED
>13681249;First_Filter=FAILED;Last_filter=FAILED
>13783288;First_Filter=FAILED;Last_filter=FAILED
>13783144;First_Filter=FAILED;Last_filter=FAILED
>13762448;First_Filter=FAILED;Last_filter=FAILED
>13731835;First_Filter=FAILED;Last_filter=FAILED
>13722601;First_Filter=FAILED;Last_filter=FAILED
>13711965;First_Filter=FAILED;Last_filter=FAILED
>13686458;First_Filter=FAILED;Last_filter=FAILED
>13685886;First_Filter=FAILED;Last_filter=FAILED
>13690192;First_Filter=FAILED;Last_filter=FAILED
>13778282;First_Filter=FAILED;Last_filter=FAILED
>13789422;First_Filter=FAILED;Last_filter=FAILED
>13752495;First_Filter=FAILED;Last_filter=FAILED
>13732607;First_Filter=FAILED;Last_filter=FAILED
>13704216;First_Filter=FAILED;Last_filter=FAILED
>13683734;First_Filter=FAILED;Last_filter=FAILED
>13761189;First_Filter=FAILED;Last_filter=FAILED
>13756825;First_Filter=FAILED;Last_filter=FAILED
>13703774;First_Filter=FAILED;Last_filter=FAILED
>13777696;First_Filter=FAILED;Last_filter=FAILED
>13760048;First_Filter=FAILED;Last_filter=FAILED
>13693117;First_Filter=FAILED;Last_filter=FAILED
>13734955;First_Filter=FAILED;Last_filter=FAILED
>13758507;First_Filter=FAILED;Last_filter=FAILED
>14489993;First_Filter=FAILED;Last_filter=FAILED
>14454864;First_Filter=FAILED;Last_filter=FAILED
>14039908;First_Filter=FAILED;Last_filter=FAILED
>13894731;First_Filter=FAILED;Last_filter=FAILED
>13783900;First_Filter=FAILED;Last_filter=FAILED
>13740137;First_Filter=FAILED;Last_filter=FAILED
>13714601;First_Filter=FAILED;Last_filter=FAILED
>13712355;First_Filter=FAILED;Last_filter=FAILED
>13705196;First_Filter=FAILED;Last_filter=FAILED
>13704335;First_Filter=FAILED;Last_filter=FAILED
>13703205;First_Filter=FAILED;Last_filter=FAILED
>13691979;First_Filter=FAILED;Last_filter=FAILED
>13685929;First_Filter=FAILED;Last_filter=FAILED
>13721307;First_Filter=FAILED;Last_filter=FAILED
>13772788;First_Filter=FAILED;Last_filter=FAILED
>13740134;First_Filter=FAILED;Last_filter=FAILED
>13692121;First_Filter=FAILED;Last_filter=FAILED
>13750663;First_Filter=FAILED;Last_filter=FAILED
>13686396;First_Filter=FAILED;Last_filter=FAILED
>13765111;First_Filter=FAILED;Last_filter=FAILED
>13780137;First_Filter=FAILED;Last_filter=FAILED
>13779591;First_Filter=FAILED;Last_filter=FAILED
>13760812;First_Filter=FAILED;Last_filter=FAILED
>13687285;First_Filter=FAILED;Last_filter=FAILED
>13700899;First_Filter=FAILED;Last_filter=FAILED
>13732563;First_Filter=FAILED;Last_filter=FAILED
>13748151;First_Filter=FAILED;Last_filter=FAILED
>13709851;First_Filter=FAILED;Last_filter=FAILED
>13706436;First_Filter=FAILED;Last_filter=FAILED
>13791134;First_Filter=FAILED;Last_filter=FAILED
>13765817;First_Filter=FAILED;Last_filter=FAILED
>13736288;First_Filter=FAILED;Last_filter=FAILED
>14429770;First_Filter=FAILED;Last_filter=FAILED
>13832668;First_Filter=FAILED;Last_filter=FAILED
>13741909;First_Filter=FAILED;Last_filter=FAILED
>13736101;First_Filter=FAILED;Last_filter=FAILED
>13726513;First_Filter=FAILED;Last_filter=FAILED
>15445442;First_Filter=FAILED;Last_filter=FAILED
>13775151;First_Filter=FAILED;Last_filter=FAILED
>13736537;First_Filter=FAILED;Last_filter=FAILED
>13736043;First_Filter=FAILED;Last_filter=FAILED
>14403906;First_Filter=FAILED;Last_filter=FAILED
>13710967;First_Filter=FAILED;Last_filter=FAILED
>13744812;First_Filter=FAILED;Last_filter=FAILED
>13701857;First_Filter=FAILED;Last_filter=FAILED
>13695528;First_Filter=FAILED;Last_filter=FAILED
>14421348;First_Filter=FAILED;Last_filter=FAILED
>13725371;First_Filter=FAILED;Last_filter=FAILED
>13827767;First_Filter=FAILED;Last_filter=FAILED
>14431982;First_Filter=FAILED;Last_filter=FAILED
>13832591;First_Filter=FAILED;Last_filter=FAILED
>14433259;First_Filter=FAILED;Last_filter=FAILED
>14400198;First_Filter=FAILED;Last_filter=FAILED
>13804655;First_Filter=FAILED;Last_filter=FAILED
>13759002;First_Filter=FAILED;Last_filter=FAILED
>14406212;First_Filter=FAILED;Last_filter=FAILED
>14432150;First_Filter=FAILED;Last_filter=FAILED
>14441243;First_Filter=FAILED;Last_filter=FAILED
>13805160;First_Filter=FAILED;Last_filter=FAILED
>14432964;First_Filter=FAILED;Last_filter=FAILED
>13843906;First_Filter=FAILED;Last_filter=FAILED
>14424284;First_Filter=FAILED;Last_filter=FAILED
>13821951;First_Filter=FAILED;Last_filter=FAILED
>13787913;First_Filter=FAILED;Last_filter=FAILED
>14426072;First_Filter=FAILED;Last_filter=FAILED
>13845376;First_Filter=FAILED;Last_filter=FAILED
>13822664;First_Filter=FAILED;Last_filter=FAILED
>14444273;First_Filter=FAILED;Last_filter=FAILED
>14428869;First_Filter=FAILED;Last_filter=FAILED
>14424283;First_Filter=FAILED;Last_filter=FAILED
>14412477;First_Filter=FAILED;Last_filter=FAILED
>14403754;First_Filter=FAILED;Last_filter=FAILED
>13842627;First_Filter=FAILED;Last_filter=FAILED
>13824960;First_Filter=FAILED;Last_filter=FAILED
>13824163;First_Filter=FAILED;Last_filter=FAILED
>13818383;First_Filter=FAILED;Last_filter=FAILED
>13814330;First_Filter=FAILED;Last_filter=FAILED
>13798640;First_Filter=FAILED;Last_filter=FAILED
>13741204;First_Filter=FAILED;Last_filter=FAILED
>13727395;First_Filter=FAILED;Last_filter=FAILED
>13720403;First_Filter=FAILED;Last_filter=FAILED
>14437631;First_Filter=FAILED;Last_filter=FAILED
>14423510;First_Filter=FAILED;Last_filter=FAILED
>14422457;First_Filter=FAILED;Last_filter=FAILED
>13831606;First_Filter=FAILED;Last_filter=FAILED
>13814010;First_Filter=FAILED;Last_filter=FAILED
>13799646;First_Filter=FAILED;Last_filter=FAILED
>13815001;First_Filter=FAILED;Last_filter=FAILED
>13798320;First_Filter=FAILED;Last_filter=FAILED
>14446747;First_Filter=FAILED;Last_filter=FAILED
>14414376;First_Filter=FAILED;Last_filter=FAILED
>13843622;First_Filter=FAILED;Last_filter=FAILED
>13840740;First_Filter=FAILED;Last_filter=FAILED
>13832703;First_Filter=FAILED;Last_filter=FAILED
>13827793;First_Filter=FAILED;Last_filter=FAILED
>13810863;First_Filter=FAILED;Last_filter=FAILED
>14430123;First_Filter=FAILED;Last_filter=FAILED
>13819159;First_Filter=FAILED;Last_filter=FAILED
>13850202;First_Filter=FAILED;Last_filter=FAILED
>13840332;First_Filter=FAILED;Last_filter=FAILED
>13835536;First_Filter=FAILED;Last_filter=FAILED
>13846312;First_Filter=FAILED;Last_filter=FAILED
>14399208;First_Filter=FAILED;Last_filter=FAILED
>14446357;First_Filter=FAILED;Last_filter=FAILED
>13834722;First_Filter=FAILED;Last_filter=FAILED
>13813687;First_Filter=FAILED;Last_filter=FAILED
>13660527;First_Filter=FAILED;Last_filter=FAILED
>13799547;First_Filter=FAILED;Last_filter=FAILED
>13661778;First_Filter=FAILED;Last_filter=FAILED
>13657349;First_Filter=FAILED;Last_filter=FAILED
>13675684;First_Filter=FAILED;Last_filter=FAILED
>13644662;First_Filter=FAILED;Last_filter=FAILED
>13640994;First_Filter=FAILED;Last_filter=FAILED
>13672457;First_Filter=FAILED;Last_filter=FAILED
>13658105;First_Filter=FAILED;Last_filter=FAILED
>13658099;First_Filter=FAILED;Last_filter=FAILED
>13652510;First_Filter=FAILED;Last_filter=FAILED
>13654899;First_Filter=FAILED;Last_filter=FAILED
>13641850;First_Filter=FAILED;Last_filter=FAILED
>13641368;First_Filter=FAILED;Last_filter=FAILED
>13637567;First_Filter=FAILED;Last_filter=FAILED
>13637076;First_Filter=FAILED;Last_filter=FAILED
>13636819;First_Filter=FAILED;Last_filter=FAILED
>13659273;First_Filter=FAILED;Last_filter=FAILED
>13655267;First_Filter=FAILED;Last_filter=FAILED
>13652304;First_Filter=FAILED;Last_filter=FAILED
>13634892;First_Filter=FAILED;Last_filter=FAILED
>13628825;First_Filter=FAILED;Last_filter=FAILED
>14446532;First_Filter=FAILED;Last_filter=FAILED
>13840347;First_Filter=FAILED;Last_filter=FAILED
>13835984;First_Filter=FAILED;Last_filter=FAILED
>13803948;First_Filter=FAILED;Last_filter=FAILED
>13803947;First_Filter=FAILED;Last_filter=FAILED
>13645532;First_Filter=FAILED;Last_filter=FAILED
>13645525;First_Filter=FAILED;Last_filter=FAILED
>13636040;First_Filter=FAILED;Last_filter=FAILED
>13629018;First_Filter=FAILED;Last_filter=FAILED
>13613522;First_Filter=FAILED;Last_filter=FAILED
>13605892;First_Filter=FAILED;Last_filter=FAILED
>13593862;First_Filter=FAILED;Last_filter=FAILED
>13612621;First_Filter=FAILED;Last_filter=FAILED
>13607828;First_Filter=FAILED;Last_filter=FAILED
>13623509;First_Filter=FAILED;Last_filter=FAILED
>13625547;First_Filter=FAILED;Last_filter=FAILED
>13594941;First_Filter=FAILED;Last_filter=FAILED
>13624246;First_Filter=FAILED;Last_filter=FAILED
>13590462;First_Filter=FAILED;Last_filter=FAILED
>13599635;First_Filter=FAILED;Last_filter=FAILED
>13600175;First_Filter=FAILED;Last_filter=FAILED
>13600173;First_Filter=FAILED;Last_filter=FAILED
>13615483;First_Filter=FAILED;Last_filter=FAILED
>13614374;First_Filter=FAILED;Last_filter=FAILED
>13576375;First_Filter=FAILED;Last_filter=FAILED
>13584568;First_Filter=FAILED;Last_filter=FAILED
>13590888;First_Filter=FAILED;Last_filter=FAILED
>13563969;First_Filter=FAILED;Last_filter=FAILED
>13560572;First_Filter=FAILED;Last_filter=FAILED
>13576706;First_Filter=FAILED;Last_filter=FAILED
>13576705;First_Filter=FAILED;Last_filter=FAILED
>13576704;First_Filter=FAILED;Last_filter=FAILED
>13575035;First_Filter=FAILED;Last_filter=FAILED
>13563595;First_Filter=FAILED;Last_filter=FAILED
>13548500;First_Filter=FAILED;Last_filter=FAILED
>13658703;First_Filter=FAILED;Last_filter=FAILED
>13546925;First_Filter=FAILED;Last_filter=FAILED
>13549757;First_Filter=FAILED;Last_filter=FAILED
>13553473;First_Filter=FAILED;Last_filter=FAILED
>13548495;First_Filter=FAILED;Last_filter=FAILED
>13581465;First_Filter=FAILED;Last_filter=FAILED
>13574310;First_Filter=FAILED;Last_filter=FAILED
>13561522;First_Filter=FAILED;Last_filter=FAILED
>13537604;First_Filter=FAILED;Last_filter=FAILED
>13534229;First_Filter=FAILED;Last_filter=FAILED
>13533122;First_Filter=FAILED;Last_filter=FAILED
>13627746;First_Filter=FAILED;Last_filter=FAILED
>13601527;First_Filter=FAILED;Last_filter=FAILED
>13523209;First_Filter=FAILED;Last_filter=FAILED
>13540794;First_Filter=FAILED;Last_filter=FAILED
>13592964;First_Filter=FAILED;Last_filter=FAILED
>13508767;First_Filter=FAILED;Last_filter=FAILED
>13554281;First_Filter=FAILED;Last_filter=FAILED
>13548224;First_Filter=FAILED;Last_filter=FAILED
>13523006;First_Filter=FAILED;Last_filter=FAILED
>13541507;First_Filter=FAILED;Last_filter=FAILED
>13541504;First_Filter=FAILED;Last_filter=FAILED
>13516262;First_Filter=FAILED;Last_filter=FAILED
>13504516;First_Filter=FAILED;Last_filter=FAILED
>13502041;First_Filter=FAILED;Last_filter=FAILED
>13540177;First_Filter=FAILED;Last_filter=FAILED
>13625640;First_Filter=FAILED;Last_filter=FAILED
>13610121;First_Filter=FAILED;Last_filter=FAILED
>13603262;First_Filter=FAILED;Last_filter=FAILED
>13596310;First_Filter=FAILED;Last_filter=FAILED
>13596068;First_Filter=FAILED;Last_filter=FAILED
>13556297;First_Filter=FAILED;Last_filter=FAILED
>13534326;First_Filter=FAILED;Last_filter=FAILED
>13499583;First_Filter=FAILED;Last_filter=FAILED
>13489265;First_Filter=FAILED;Last_filter=FAILED
>13489262;First_Filter=FAILED;Last_filter=FAILED
>13540084;First_Filter=FAILED;Last_filter=FAILED
>13497922;First_Filter=FAILED;Last_filter=FAILED
>13554912;First_Filter=FAILED;Last_filter=FAILED
>13506308;First_Filter=FAILED;Last_filter=FAILED
>13505287;First_Filter=FAILED;Last_filter=FAILED
>13482894;First_Filter=FAILED;Last_filter=FAILED
>13546308;First_Filter=FAILED;Last_filter=FAILED
>13546306;First_Filter=FAILED;Last_filter=FAILED
>13516046;First_Filter=FAILED;Last_filter=FAILED
>13487179;First_Filter=FAILED;Last_filter=FAILED
>13475861;First_Filter=FAILED;Last_filter=FAILED
>13475859;First_Filter=FAILED;Last_filter=FAILED
>13475444;First_Filter=FAILED;Last_filter=FAILED
>13475443;First_Filter=FAILED;Last_filter=FAILED
>13505246;First_Filter=FAILED;Last_filter=FAILED
>13505217;First_Filter=FAILED;Last_filter=FAILED
>13460398;First_Filter=FAILED;Last_filter=FAILED
>13461502;First_Filter=FAILED;Last_filter=FAILED
>13438693;First_Filter=FAILED;Last_filter=FAILED
>13447596;First_Filter=FAILED;Last_filter=FAILED
>13453446;First_Filter=FAILED;Last_filter=FAILED
>13435251;First_Filter=FAILED;Last_filter=FAILED
>13440051;First_Filter=FAILED;Last_filter=FAILED
>13461572;First_Filter=FAILED;Last_filter=FAILED
>13453328;First_Filter=FAILED;Last_filter=FAILED
>13456501;First_Filter=FAILED;Last_filter=FAILED
>13472846;First_Filter=FAILED;Last_filter=FAILED
>13443328;First_Filter=FAILED;Last_filter=FAILED
>13482655;First_Filter=FAILED;Last_filter=FAILED
>13463859;First_Filter=FAILED;Last_filter=FAILED
>13426797;First_Filter=FAILED;Last_filter=FAILED
>13426396;First_Filter=FAILED;Last_filter=FAILED
>13451927;First_Filter=FAILED;Last_filter=FAILED
>13460620;First_Filter=FAILED;Last_filter=FAILED
>13442972;First_Filter=FAILED;Last_filter=FAILED
>13439897;First_Filter=FAILED;Last_filter=FAILED
>13437842;First_Filter=FAILED;Last_filter=FAILED
>13434756;First_Filter=FAILED;Last_filter=FAILED
>13418606;First_Filter=FAILED;Last_filter=FAILED
>13415751;First_Filter=FAILED;Last_filter=FAILED
>13413109;First_Filter=FAILED;Last_filter=FAILED
>13412768;First_Filter=FAILED;Last_filter=FAILED
>13427505;First_Filter=FAILED;Last_filter=FAILED
>13424344;First_Filter=FAILED;Last_filter=FAILED
>13402800;First_Filter=FAILED;Last_filter=FAILED
>13402239;First_Filter=FAILED;Last_filter=FAILED
>13415321;First_Filter=FAILED;Last_filter=FAILED
>13418211;First_Filter=FAILED;Last_filter=FAILED
>13407686;First_Filter=FAILED;Last_filter=FAILED
>13410505;First_Filter=FAILED;Last_filter=FAILED
>13419589;First_Filter=FAILED;Last_filter=FAILED
>13569136;First_Filter=FAILED;Last_filter=FAILED
>13528650;First_Filter=FAILED;Last_filter=FAILED
>13528647;First_Filter=FAILED;Last_filter=FAILED
>13505325;First_Filter=FAILED;Last_filter=FAILED
>13480594;First_Filter=FAILED;Last_filter=FAILED
>13474474;First_Filter=FAILED;Last_filter=FAILED
>13467848;First_Filter=FAILED;Last_filter=FAILED
>13461963;First_Filter=FAILED;Last_filter=FAILED
>13445320;First_Filter=FAILED;Last_filter=FAILED
>13443483;First_Filter=FAILED;Last_filter=FAILED
>13440186;First_Filter=FAILED;Last_filter=FAILED
>13432604;First_Filter=FAILED;Last_filter=FAILED
>13428165;First_Filter=FAILED;Last_filter=FAILED
>13420078;First_Filter=FAILED;Last_filter=FAILED
>13420077;First_Filter=FAILED;Last_filter=FAILED
>13410838;First_Filter=FAILED;Last_filter=FAILED
>13398478;First_Filter=FAILED;Last_filter=FAILED
>13396208;First_Filter=FAILED;Last_filter=FAILED
>13390915;First_Filter=FAILED;Last_filter=FAILED
>13374336;First_Filter=FAILED;Last_filter=FAILED
>13384692;First_Filter=FAILED;Last_filter=FAILED
>13418085;First_Filter=FAILED;Last_filter=FAILED
>13408766;First_Filter=FAILED;Last_filter=FAILED
>13377660;First_Filter=FAILED;Last_filter=FAILED
>13369804;First_Filter=FAILED;Last_filter=FAILED
>13421510;First_Filter=FAILED;Last_filter=FAILED
>13421050;First_Filter=FAILED;Last_filter=FAILED
>13405248;First_Filter=FAILED;Last_filter=FAILED
>13401924;First_Filter=FAILED;Last_filter=FAILED
>13396858;First_Filter=FAILED;Last_filter=FAILED
>13384049;First_Filter=FAILED;Last_filter=FAILED
>13377076;First_Filter=FAILED;Last_filter=FAILED
>13388118;First_Filter=FAILED;Last_filter=FAILED
>13374173;First_Filter=FAILED;Last_filter=FAILED
>13365310;First_Filter=FAILED;Last_filter=FAILED
>13390504;First_Filter=FAILED;Last_filter=FAILED
>13357311;First_Filter=FAILED;Last_filter=FAILED
>13399014;First_Filter=FAILED;Last_filter=FAILED
>13396092;First_Filter=FAILED;Last_filter=FAILED
>13364882;First_Filter=FAILED;Last_filter=FAILED
>13359721;First_Filter=FAILED;Last_filter=FAILED
>13354257;First_Filter=FAILED;Last_filter=FAILED
>13369857;First_Filter=FAILED;Last_filter=FAILED
>13351890;First_Filter=FAILED;Last_filter=FAILED
>13360123;First_Filter=FAILED;Last_filter=FAILED
>13366127;First_Filter=FAILED;Last_filter=FAILED
>13400530;First_Filter=FAILED;Last_filter=FAILED
>13368368;First_Filter=FAILED;Last_filter=FAILED
>13348960;First_Filter=FAILED;Last_filter=FAILED
>13342366;First_Filter=FAILED;Last_filter=FAILED
>13340567;First_Filter=FAILED;Last_filter=FAILED
>13333412;First_Filter=FAILED;Last_filter=FAILED
>13328941;First_Filter=FAILED;Last_filter=FAILED
>13350408;First_Filter=FAILED;Last_filter=FAILED
>13319018;First_Filter=FAILED;Last_filter=FAILED
>13341483;First_Filter=FAILED;Last_filter=FAILED
>13337988;First_Filter=FAILED;Last_filter=FAILED
>13312727;First_Filter=FAILED;Last_filter=FAILED
>13322198;First_Filter=FAILED;Last_filter=FAILED
>13306600;First_Filter=FAILED;Last_filter=FAILED
>13313083;First_Filter=FAILED;Last_filter=FAILED
>13391224;First_Filter=FAILED;Last_filter=FAILED
>13363714;First_Filter=FAILED;Last_filter=FAILED
>13352725;First_Filter=FAILED;Last_filter=FAILED
>13349254;First_Filter=FAILED;Last_filter=FAILED
>13344965;First_Filter=FAILED;Last_filter=FAILED
>13339666;First_Filter=FAILED;Last_filter=FAILED
>13330000;First_Filter=FAILED;Last_filter=FAILED
>13325536;First_Filter=FAILED;Last_filter=FAILED
>13322104;First_Filter=FAILED;Last_filter=FAILED
>13324391;First_Filter=FAILED;Last_filter=FAILED
>13304350;First_Filter=FAILED;Last_filter=FAILED
>13399626;First_Filter=FAILED;Last_filter=FAILED
>13390549;First_Filter=FAILED;Last_filter=FAILED
>13351020;First_Filter=FAILED;Last_filter=FAILED
>13344889;First_Filter=FAILED;Last_filter=FAILED
>13343349;First_Filter=FAILED;Last_filter=FAILED
>13337472;First_Filter=FAILED;Last_filter=FAILED
>13306752;First_Filter=FAILED;Last_filter=FAILED
>13303047;First_Filter=FAILED;Last_filter=FAILED
>13297137;First_Filter=FAILED;Last_filter=FAILED
>13342333;First_Filter=FAILED;Last_filter=FAILED
>13291908;First_Filter=FAILED;Last_filter=FAILED
>13288804;First_Filter=FAILED;Last_filter=FAILED
>13333275;First_Filter=FAILED;Last_filter=FAILED
>13324335;First_Filter=FAILED;Last_filter=FAILED
>13335556;First_Filter=FAILED;Last_filter=FAILED
>13442814;First_Filter=FAILED;Last_filter=FAILED
>13391338;First_Filter=FAILED;Last_filter=FAILED
>13390786;First_Filter=FAILED;Last_filter=FAILED
>13390757;First_Filter=FAILED;Last_filter=FAILED
>13381607;First_Filter=FAILED;Last_filter=FAILED
>13372186;First_Filter=FAILED;Last_filter=FAILED
>13355417;First_Filter=FAILED;Last_filter=FAILED
>13352280;First_Filter=FAILED;Last_filter=FAILED
>13341327;First_Filter=FAILED;Last_filter=FAILED
>13327968;First_Filter=FAILED;Last_filter=FAILED
>13323279;First_Filter=FAILED;Last_filter=FAILED
>13276822;First_Filter=FAILED;Last_filter=FAILED
>13279260;First_Filter=FAILED;Last_filter=FAILED
>13305971;First_Filter=FAILED;Last_filter=FAILED
>13289372;First_Filter=FAILED;Last_filter=FAILED
>13279767;First_Filter=FAILED;Last_filter=FAILED
>13329173;First_Filter=FAILED;Last_filter=FAILED
>13282776;First_Filter=FAILED;Last_filter=FAILED
>13267521;First_Filter=FAILED;Last_filter=FAILED
>13300199;First_Filter=FAILED;Last_filter=FAILED
>13289115;First_Filter=FAILED;Last_filter=FAILED
>13260364;First_Filter=FAILED;Last_filter=FAILED
>13257940;First_Filter=FAILED;Last_filter=FAILED
>13274021;First_Filter=FAILED;Last_filter=FAILED
>13265710;First_Filter=FAILED;Last_filter=FAILED
>13266566;First_Filter=FAILED;Last_filter=FAILED
>13267296;First_Filter=FAILED;Last_filter=FAILED
>13260534;First_Filter=FAILED;Last_filter=FAILED
>13245732;First_Filter=FAILED;Last_filter=FAILED
>13276185;First_Filter=FAILED;Last_filter=FAILED
>13258139;First_Filter=FAILED;Last_filter=FAILED
>13240058;First_Filter=FAILED;Last_filter=FAILED
>13254883;First_Filter=FAILED;Last_filter=FAILED
>13247877;First_Filter=FAILED;Last_filter=FAILED
>14381227;First_Filter=FAILED;Last_filter=FAILED
>13273828;First_Filter=FAILED;Last_filter=FAILED
>13246332;First_Filter=FAILED;Last_filter=FAILED
>13242999;First_Filter=FAILED;Last_filter=FAILED
>14395342;First_Filter=FAILED;Last_filter=FAILED
>14394886;First_Filter=FAILED;Last_filter=FAILED
>14363809;First_Filter=FAILED;Last_filter=FAILED
>14387535;First_Filter=FAILED;Last_filter=FAILED
>14379138;First_Filter=FAILED;Last_filter=FAILED
>14372113;First_Filter=FAILED;Last_filter=FAILED
